222,31.18918919,40.34234234,35.57908668,8.883916969,0.968324558
73,29.49315068,271.3972603,15.51720213,6.407490352,0.910763581
256,58.81640625,289.9414063,37.22601258,9.863894564,0.964255785
126,71.02380952,477.4126984,13.1129796,12.790672,0.220350675
225,90.80888889,541.9466667,44.4631098,7.858879089,0.98425568
233,91.40772532,279.6223176,40.03946747,9.256891072,0.972907632
288,109.7118056,187.7881944,42.20114059,9.184246524,0.976031278
260,102.3807692,246.4115385,35.06890801,12.82039852,0.930780962
231,106.0562771,537.2077922,39.62007841,8.049715182,0.979142934
100,100.94,167.05,19.94300197,8.591026652,0.902457447
74,100.027027,505.8918919,14.15668634,6.873529128,0.874218703
102,103.245098,205.4607843,13.39616143,11.04128731,0.566280241
424,118.1226415,230.9834906,66.00120687,12.65947639,0.981432715
194,136.4742268,566.4278351,38.25738803,7.172155926,0.982270112
208,136.4230769,165.4951923,32.34916283,9.87359621,0.952282017
195,133.1589744,213.3128205,44.4296102,6.459234996,0.989375699
250,145.428,200.828,52.46485168,12.84420945,0.969569681
261,146.7011494,251.8314176,49.76097316,8.921977917,0.983795048
363,193.2066116,52.60606061,54.37883052,11.0902839,0.978982373
187,176.8342246,459.8235294,35.19717329,9.59166226,0.962152302
126,183.8095238,61.67460317,17.80348558,9.210036104,0.855794182
233,193.4248927,201.7682403,22.61905438,13.71885474,0.795070055
207,191.2995169,453.1690821,35.60027145,8.078322076,0.973914
135,194.1555556,400.8666667,23.03340998,8.286851098,0.933038992
141,206.5531915,33.70921986,20.68688553,9.516803125,0.887897983
84,218.1785714,181.3809524,19.44602595,5.836736594,0.953891823
181,220.6243094,193.3812155,31.69440282,8.052379507,0.967187635
152,223.4868421,103.25,24.73078364,9.544887051,0.922519005
574,230.1898955,152.2473868,73.71088576,15.18975678,0.978536811
151,226.1059603,55.99337748,29.7899041,7.431915484,0.968380555
97,233.3402062,87.55670103,15.38795002,8.503191973,0.833454755
470,243.4,439.9595745,76.66418395,8.265437693,0.994171132
438,243.0958904,112.8835616,52.46775451,16.3347937,0.950301815
165,246.1151515,396.769697,28.92251205,8.326860041,0.957659762
143,246.958042,207.7692308,28.97759873,7.510451274,0.965828692
314,261.3407643,134.2643312,50.48315366,8.929053116,0.984233874
156,262.1602564,429.525641,23.08410353,9.360865758,0.914090014
83,263.0481928,405.7710843,14.78978008,7.419802769,0.865050696
160,292.425,98.2625,25.13618327,8.902047929,0.935187598
140,309.8785714,66.55714286,29.71351918,8.039162781,0.962704315
136,311.8382353,189.8382353,14.62622957,12.10334418,0.561451688
153,317.3594771,145.1111111,19.29547427,12.56439435,0.758942557
171,324.9590643,72.07017544,22.74567005,11.66802998,0.858401711
227,322.9735683,113.5418502,47.06340192,7.266982839,0.988007114
85,327.8352941,169.4352941,18.62092482,6.532522193,0.936444334
108,324.1296296,188.9444444,22.62074998,6.620821537,0.956208005
262,333.5725191,140.610687,48.49825206,10.89228725,0.974453042
289,346.1384083,98.73702422,49.62488545,9.964374593,0.979633507
83,333.0481928,245.313253,15.13212078,7.074905732,0.883970728
76,339.3421053,70.07894737,21.2799259,9.518191171,0.894391497
74,338.9324324,109.6351351,12.14115656,10.64801579,0.480457076
74,343.7972973,59.24324324,16.95627421,5.884591935,0.93784844
322,356.1242236,87.54347826,50.66054916,9.963792334,0.980468227
184,358.6141304,121.0163043,34.23873688,7.551984064,0.975371505
172,368.0988372,135.2383721,34.03531328,8.552903842,0.967910547
96,369.0104167,225.1979167,15.43015682,8.120865408,0.850300001
515,411.6815534,76.9184466,107.3806394,11.52987172,0.994218717
114,392.4122807,35.45614035,22.48307256,7.041706103,0.949687077
235,406.0170213,253.7617021,52.06432398,7.582457892,0.98933819
86,407.7325581,101.7674419,15.11366401,7.529887651,0.867052249
121,408.6198347,326.6115702,15.02734864,10.61201556,0.708032183
150,415.36,36.42666667,22.47981615,9.137006512,0.913671339
331,431.5377644,236.3444109,68.59886257,7.181253318,0.994505459
159,425.6226415,128.1761006,23.91048179,9.343471004,0.920488849
238,427.5294118,540.8487395,24.974546,12.42811174,0.867388754
82,428.9146341,106.3780488,13.82436737,7.875801608,0.821849746
136,432.1691176,34.22058824,16.43572749,10.87375491,0.749863517
106,432.0849057,147.5188679,18.59842482,7.37939985,0.917915671
72,438.4166667,107.9722222,19.61659482,5.573665839,0.958785723
194,445.9381443,126.2061856,23.70150004,17.04328088,0.694927029
334,457.8263473,94.88323353,48.08886222,10.66371358,0.975103513
159,467.6540881,127.7232704,29.73160623,13.04800109,0.898555643
490,480.2612245,110.9,60.48017635,11.42374278,0.98199939
300,497.0066667,108.5566667,54.04336458,10.93294667,0.979323698
311,518.1189711,122.5723473,51.52081365,9.400733529,0.983212392
105,517.6666667,92.54285714,14.84775614,9.22232388,0.783710907
323,529.6873065,249.0092879,55.93299294,10.45736914,0.982367062
229,524.2358079,209.8122271,39.41612667,8.458538084,0.976702929
220,535.8045455,120.9090909,35.7968614,8.442247696,0.971792469
209,576.1196172,409.4641148,32.83722562,9.142139776,0.960462959
222,578.3288288,166.3378378,37.92901463,8.39107985,0.975221398
72,593.0416667,558.75,16.85522493,6.323347679,0.926961476
230,598.3043478,127.2521739,32.65206371,9.28164985,0.958747465
102,597.8823529,229.7058824,25.27753363,5.593200727,0.975212219
143,604.2587413,39.09090909,27.59513627,7.578013102,0.961554525
105,603.2571429,62.04761905,23.9424186,6.078037635,0.967240806
175,606.4571429,91.45142857,37.48804305,7.096912004,0.981917111
304,631.4539474,120.3519737,46.10265021,9.374455721,0.979108446
229,649.9737991,80.65502183,40.38558599,10.33291191,0.966714791
165,699.5939394,210.2545455,25.19582733,9.120986648,0.932176597
190,720.2578947,220.1315789,33.81329334,8.107654743,0.970827958
138,725.615942,309.2753623,21.7372819,8.463304418,0.921091953
146,739.4246575,303.5273973,21.1667662,9.445463096,0.894913201
77,748.2857143,134.3376623,17.2866782,6.109862852,0.9354559
171,763.2807018,286.9883041,32.44818357,7.569088125,0.972412742
143,770.6013986,458.9160839,22.36668622,8.722320735,0.920827863
112,773.9196429,36.76785714,25.60517061,6.182167951,0.970415209
197,40.42639594,225.2588832,37.75495557,7.497540879,0.980083814
235,32.58723404,260.9148936,42.78519707,7.53492409,0.984370397
177,34.4519774,293.4745763,30.50628393,7.933884205,0.965588751
684,38.89473684,560.4327485,51.09384623,29.03435533,0.822852217
121,39.47107438,311.4132231,29.18291772,5.920759984,0.979202687
726,49.70385675,267.4380165,66.98167208,21.34542771,0.947863826
113,53.20353982,240.7168142,22.44345179,7.145996975,0.947956426
196,61.12755102,63.22959184,34.45059604,7.826238209,0.973854466
84,60.38095238,212.5238095,14.42097979,8.562903939,0.804626691
97,59.41237113,225.8969072,16.73726384,8.541627728,0.859975116
71,63.61971831,179.7464789,13.96921146,6.68104095,0.878213387
121,72.70247934,244.6198347,23.36808425,7.128885702,0.952330146
206,79.60679612,75.61650485,29.24412427,9.952296311,0.940310475
80,74.15,154.3625,14.73372747,7.491424524,0.861089079
79,75.03797468,406.721519,14.96519439,7.002903693,0.88375703
98,85.73469388,213.3979592,20.41237959,6.600437444,0.946277857
86,99.13953488,69.45348837,15.12510722,7.425164015,0.871206654
162,130.9074074,79.00617284,15.45909765,13.67667195,0.466159806
143,146.020979,437.2937063,22.1400153,9.760479761,0.897579593
85,143.9764706,81.76470588,17.4044653,6.40845907,0.92974354
112,156.9821429,277.9821429,24.08401858,6.395484792,0.964097391
100,166.4,334.8,19.4193072,6.925111889,0.934253485
253,187.3280632,179.6996047,47.79987602,7.478083073,0.987686568
74,185.0135135,319.1486486,14.66543666,7.380949323,0.864118297
82,187.0121951,241.7804878,15.32736876,6.966064891,0.890754201
74,191.0675676,230.472973,12.60785084,9.162333477,0.68693748
318,194.7327044,106.1320755,54.17704762,10.42391299,0.981315684
459,206.422658,190.4052288,69.87595142,10.19231282,0.989304805
286,206.4685315,256.3041958,44.03818859,11.22764244,0.966953601
299,216.3244147,233.8762542,50.43250188,10.52800815,0.977968092
173,204.566474,49.12716763,16.0636829,13.90452353,0.500757661
205,214.1073171,139.8634146,35.34518477,8.257110174,0.972329554
94,217.3617021,104,20.93839807,6.05888516,0.957218176
996,246.1576305,45.82228916,60.88148004,35.42303668,0.813306137
